college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
St Bonaventure University,Softball,Saint Bonaventure,NCAA Division I-AAA,851,867,"1,718","Private nonprofit, 4-year or above",Women,,22,,,"$7,045 ","$154,989 ",,"$400,914 ",,"$400,914 "
Ithaca College,Softball,Ithaca,NCAA Division III (with football),"2,551","3,452","6,003","Private nonprofit, 4-year or above",Women,,22,,,"$3,494 ","$76,878 ",,"$189,417 ",,"$189,417 "
SUNY College of Technology at Canton,Softball,Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Women,,22,,,"$1,368 ","$30,096 ",,"$112,456 ",,"$111,406 "
Hofstra University,Softball,Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Women,,21,,,"$10,943 ","$229,794 ",,"$1,268,528 ",,"$1,268,528 "
St John's University-New York,Softball,Queens,NCAA Division I-AAA,"4,884","5,671","10,555","Private nonprofit, 4-year or above",Women,,21,,,"$9,335 ","$196,043 ",,"$1,152,970 ",,"$1,152,970 "
University at Buffalo,Softball,Buffalo,NCAA Division I-A,"9,949","8,042","17,991","Public, 4-year or above",Women,,21,,,"$7,953 ","$167,017 ",,"$777,282 ",,"$777,282 "
Niagara University,Softball,Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Women,,21,,,"$4,320 ","$90,722 ",,"$459,276 ",,"$459,276 "
State University of New York at New Paltz,Softball,New Paltz,NCAA Division III (without football),"2,299","3,751","6,050","Public, 4-year or above",Women,,21,,,$988 ,"$20,743 ",,"$106,541 ",,"$106,541 "
Farmingdale State College,Softball,Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Women,,21,,,"$1,131 ","$23,741 ",,"$61,741 ",,"$61,741 "
SUNY College at Oswego,Softball,Oswego,NAIA Division III,"3,316","3,516","6,832","Public, 4-year or above",Women,,21,,,"$1,349 ","$28,327 ",,"$64,610 ",,"$52,886 "
Wagner College,Softball,Staten Island,NCAA Division I-A,657,"1,105","1,762","Private nonprofit, 4-year or above",Women,,20,,,"$4,192 ","$83,837 ",,"$568,532 ",,"$568,205 "
SUNY at Albany,Softball,Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Women,,20,,,"$6,491 ","$129,825 ",,"$557,367 ",,"$544,327 "
Dowling College,Softball,Oakdale,NCAA Division II (without football),562,518,"1,080","Private nonprofit, 4-year or above",Women,,20,,,"$2,084 ","$41,676 ",,"$265,210 ",,"$265,210 "
Le Moyne College,Softball,Syracuse,NCAA Division II (without football),"1,104","1,385","2,489","Private nonprofit, 4-year or above",Women,,20,,,"$2,956 ","$59,123 ",,"$244,452 ",,"$240,200 "
SUNY Buffalo State,Softball,Buffalo,NCAA Division III (with football),"3,485","4,793","8,278","Public, 4-year or above",Women,,20,,,"$2,243 ","$44,854 ",,"$126,307 ",,"$120,159 "
SUNY Oneonta,Softball,Oneonta,NCAA Division III (without football),"2,237","3,474","5,711","Public, 4-year or above",Women,,20,,,"$1,167 ","$23,330 ",,"$98,263 ",,"$98,263 "
SUNY at Fredonia,Softball,Fredonia,NCAA Division III (without football),"2,174","2,621","4,795","Public, 4-year or above",Women,,20,,,"$2,599 ","$51,974 ",,"$99,685 ",,"$86,810 "
Syracuse University,Softball,Syracuse,NCAA Division I-A,"6,394","7,835","14,229","Private nonprofit, 4-year or above",Women,,19,,,"$14,169 ","$269,219 ",,"$843,551 ",,"$1,597,559 "
LIU Brooklyn,Softball,Brooklyn,NCAA Division I-AAA,"1,312","2,798","4,110","Private nonprofit, 4-year or above",Women,,19,,,"$11,288 ","$214,468 ",,"$1,075,595 ",,"$1,075,595 "
SUNY at Binghamton,Softball,Vestal,NCAA Division I-AAA,"6,746","6,160","12,906","Public, 4-year or above",Women,,19,,,"$5,970 ","$113,439 ",,"$566,810 ",,"$560,255 "
Manhattan College,Softball,Riverdale,NCAA Division I-AAA,"1,811","1,465","3,276","Private nonprofit, 4-year or above",Women,,19,,,"$5,475 ","$104,026 ",,"$508,344 ",,"$508,342 "
Cornell University,Softball,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Women,,19,,,"$4,416 ","$83,897 ",,"$499,464 ",,"$499,464 "
Monroe College,Softball,Bronx,Other,"1,858","2,910","4,768","Private for-profit, 4-year or above",Women,,19,,,"$3,051 ","$57,968 ",,"$232,855 ",,"$232,855 "
The College of Saint Rose,Softball,Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Women,,19,,,"$2,873 ","$54,592 ",,"$237,264 ",,"$227,669 "
CUNY Queens College,Softball,Queens,NCAA Division II (without football),"4,942","6,119","11,061","Public, 4-year or above",Women,,19,,,"$2,107 ","$40,028 ",,"$210,146 ",,"$185,753 "
Rochester Institute of Technology,Softball,Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Women,,19,,,"$2,023 ","$38,443 ",,"$138,877 ",,"$138,877 "
University of Rochester,Softball,Rochester,NCAA Division III (with football),"2,958","2,953","5,911","Private nonprofit, 4-year or above",Women,,19,,,"$3,386 ","$64,337 ",,"$128,400 ",,"$128,400 "
SUNY College of Technology at Alfred,Softball,Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Women,,19,,,"$1,905 ","$36,192 ",,"$118,021 ",,"$88,690 "
Utica College,Softball,Utica,NCAA Division III (with football),969,"1,227","2,196","Private nonprofit, 4-year or above",Women,,19,,,"$1,336 ","$25,391 ",,"$79,983 ",,"$75,852 "
CUNY Hunter College,Softball,New York,NCAA Division III (without football),"4,261","7,804","12,065","Public, 4-year or above",Women,,19,,,$784 ,"$14,902 ",,"$44,567 ",,"$44,567 "
Cazenovia College,Softball,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Women,,19,,,"$1,724 ","$32,764 ",,"$38,364 ",,"$38,364 "
Fordham University,Softball,Bronx,NCAA Division I-AA,"3,667","4,367","8,034","Private nonprofit, 4-year or above",Women,,18,,,"$12,283 ","$221,087 ",,"$1,335,755 ",,"$1,335,755 "
Siena College,Softball,Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Women,,18,,,"$4,823 ","$86,807 ",,"$539,284 ",,"$539,284 "
Iona College,Softball,New Rochelle,NCAA Division I-AA,"1,394","1,599","2,993","Private nonprofit, 4-year or above",Women,,18,,,"$3,776 ","$67,962 ",,"$522,450 ",,"$522,450 "
New York University,Softball,New York,NCAA Division III (without football),"10,184","13,266","23,450","Private nonprofit, 4-year or above",Women,,18,,,"$8,106 ","$145,903 ",,"$306,304 ",,"$306,304 "
Molloy College,Softball,Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Women,,18,,,"$3,477 ","$62,588 ",,"$298,777 ",,"$270,708 "
Keuka College,Softball,Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Women,,18,,,"$1,721 ","$30,982 ",,"$64,871 ",,"$64,871 "
Onondaga Community College,Softball,Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Women,,18,,,"$1,622 ","$29,198 ",,"$59,530 ",,"$62,064 "
Nazareth College,Softball,Rochester,NCAA Division III (without football),535,"1,382","1,917","Private nonprofit, 4-year or above",Women,,18,,,"$1,631 ","$29,352 ",,"$61,636 ",,"$59,486 "
Mount Saint Mary College,Softball,Newburgh,NCAA Division III (without football),522,"1,185","1,707","Private nonprofit, 4-year or above",Women,,18,,,"$1,458 ","$26,248 ",,"$58,317 ",,"$57,192 "
Monroe Community College,Softball,Rochester,NJCAA Division I,"4,504","4,859","9,363","Public, 2-year",Women,,18,,,"$1,511 ","$27,190 ",,"$62,303 ",,"$44,238 "
Herkimer County Community College,Softball,Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Women,,18,,,"$1,149 ","$20,678 ",,"$38,756 ",,"$38,756 "
Stony Brook University,Softball,Stony Brook,NCAA Division I-AA,"8,253","6,890","15,143","Public, 4-year or above",Women,,17,,,"$8,167 ","$138,835 ",,"$600,723 ",,"$703,213 "
LIU Post,Softball,Brookville,NCAA Division II (with football),"1,317","2,038","3,355","Private nonprofit, 4-year or above",Women,,17,,,"$4,037 ","$68,622 ",,"$520,420 ",,"$520,420 "
Concordia College-New York,Softball,Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Women,,17,,,"$1,295 ","$22,011 ",,"$291,647 ",,"$291,647 "
Dominican College of Blauvelt,Softball,Orangeburg,NCAA Division II (without football),469,800,"1,269","Private nonprofit, 4-year or above",Women,,17,,,"$1,717 ","$29,196 ",,"$183,291 ",,"$183,291 "
Alfred University,Softball,Alfred,NCAA Division III (with football),928,881,"1,809","Private nonprofit, 4-year or above",Women,,17,,,"$2,335 ","$39,693 ",,"$135,880 ",,"$135,880 "
Skidmore College,Softball,Saratoga Springs,NCAA Division III (without football),"1,051","1,546","2,597","Private nonprofit, 4-year or above",Women,,17,,,"$2,414 ","$41,030 ",,"$94,721 ",,"$94,721 "
Nassau Community College,Softball,Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Women,,17,,,$325 ,"$5,525 ",,"$23,687 ",,"$23,687 "
Colgate University,Softball,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Women,,16,,,"$5,972 ","$95,556 ",,"$737,623 ",,"$737,623 "
Canisius College,Softball,Buffalo,NCAA Division I-AAA,"1,251","1,449","2,700","Private nonprofit, 4-year or above",Women,,16,,,"$8,136 ","$130,173 ",,"$635,752 ",,"$635,752 "
Columbia University - NYC,Softball,New York,NCAA Division I-AA,"3,926","3,570","7,496","Private nonprofit, 4-year or above",Women,,16,,,"$8,307 ","$132,911 ",,"$340,289 ",,"$340,289 "
Adelphi University,Softball,Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Women,,16,,,"$5,701 ","$91,221 ",,"$339,043 ",,"$339,043 "
Clarkson University,Softball,Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Women,,16,,,"$2,394 ","$38,304 ",,"$136,838 ",,"$135,431 "
Rensselaer Polytechnic Institute,Softball,Troy,NCAA Division III (with football),"3,861","1,695","5,556","Private nonprofit, 4-year or above",Women,,16,,,"$3,854 ","$61,662 ",,"$127,884 ",,"$126,145 "
Yeshiva University,Softball,New York,NCAA Division III (without football),"1,433","1,291","2,724","Private nonprofit, 4-year or above",Women,,16,,,"$4,046 ","$64,737 ",,"$86,627 ",,"$86,627 "
Elmira College,Softball,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Women,,16,,,"$1,052 ","$16,831 ",,"$81,671 ",,"$81,671 "
Hudson Valley Community College,Softball,Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Women,,16,,,"$2,657 ","$42,510 ",,"$53,596 ",,"$53,596 "
College of Mount Saint Vincent,Softball,Bronx,NCAA Division III (without football),490,"1,087","1,577","Private nonprofit, 4-year or above",Women,,16,,,"$1,889 ","$30,216 ",,"$52,320 ",,"$49,666 "
Cayuga County Community College,Softball,Auburn,NJCAA Division III,790,"1,227","2,017","Public, 2-year",Women,,16,,,"$1,563 ","$25,015 ",,"$35,015 ",,"$35,015 "
Niagara County Community College,Softball,Sanborn,NJCAA Division III,"1,739","2,210","3,949","Public, 2-year",Women,,16,,,"$1,172 ","$18,750 ",,"$37,750 ",,"$30,750 "
SUNY Westchester Community College,Softball,Valhalla,NJCAA Division III,"3,645","3,714","7,359","Public, 2-year",Women,,16,,,$400 ,"$6,402 ",,"$14,224 ",,"$13,403 "
Marist College,Softball,Poughkeepsie,NCAA Division I-AA,"1,993","2,879","4,872","Private nonprofit, 4-year or above",Women,,15,,,"$6,896 ","$103,441 ",,"$487,474 ",,"$487,474 "
New York Institute of Technology,Softball,Old Westbury,NCAA Division II (without football),"2,286","1,332","3,618","Private nonprofit, 4-year or above",Women,,15,,,"$1,675 ","$25,125 ",,"$293,099 ",,"$293,099 "
SUNY College at Potsdam,Softball,Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Women,,15,,,"$2,941 ","$44,111 ",,"$85,141 ",,"$82,281 "
The Sage Colleges,Softball,Troy,NCAA Division III (without football),311,"1,147","1,458","Private nonprofit, 4-year or above",Women,,15,,,"$1,245 ","$18,672 ",,"$62,596 ",,"$68,816 "
SUNY College of Agriculture and Technology at Cobleskill,Softball,Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Women,,15,,,"$1,299 ","$19,490 ",,"$51,125 ",,"$51,125 "
College of Staten Island CUNY,Softball,Staten Island,NCAA Division III (without football),"4,528","5,493","10,021","Public, 4-year or above",Women,,15,,,"$2,055 ","$30,819 ",,"$50,883 ",,"$50,883 "
Hilbert College,Softball,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Women,,15,,,"$1,921 ","$28,818 ",,"$44,905 ",,"$44,905 "
D'Youville College,Softball,Buffalo,NCAA Division III (without football),416,"1,087","1,503","Private nonprofit, 4-year or above",Women,,15,,,"$1,681 ","$25,208 ",,"$40,185 ",,"$40,185 "
CUNY Brooklyn College,Softball,Brooklyn,NCAA Division III (without football),"4,115","5,697","9,812","Public, 4-year or above",Women,,15,,,"$1,328 ","$19,913 ",,"$37,100 ",,"$37,100 "
Genesee Community College,Softball,Batavia,NJCAA Division II,"1,060","1,886","2,946","Public, 2-year",Women,,15,,,"$1,584 ","$23,758 ",,"$34,367 ",,"$34,367 "
Sarah Lawrence College,Softball,Bronxville,Other,385,966,"1,351","Private nonprofit, 4-year or above",Women,,15,,,"$1,109 ","$16,637 ",,"$30,278 ",,"$30,278 "
Corning Community College,Softball,Corning,NJCAA Division III,863,"1,080","1,943","Public, 2-year",Women,,15,,,"$1,056 ","$15,840 ",,"$30,158 ",,"$28,039 "
CUNY Bernard M Baruch College,Softball,New York,NCAA Division III (without football),"5,673","5,123","10,796","Public, 4-year or above",Women,,15,,,$751 ,"$11,267 ",,"$30,525 ",,"$27,710 "
SUNY at Purchase College,Softball,Purchase,NCAA Division III (without football),"1,648","2,046","3,694","Public, 4-year or above",Women,,15,,,$729 ,"$10,930 ",,"$30,000 ",,"$27,250 "
Mohawk Valley Community College,Softball,Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Women,,15,,,$819 ,"$12,285 ",,"$26,532 ",,"$26,532 "
North Country Community College,Softball,Saranac Lake,NJCAA Division III,327,557,884,"Public, 2-year",Women,,15,,,$722 ,"$10,828 ",,"$21,258 ",,"$21,258 "
Nyack College,Softball,Nyack,NCAA Division II (without football),544,872,"1,416","Private nonprofit, 4-year or above",Women,,14,,,"$2,752 ","$38,524 ",,"$220,052 ",,"$220,052 "
SUNY College at Plattsburgh,Softball,Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Women,,14,,,"$4,103 ","$57,446 ",,"$150,407 ",,"$147,932 "
Hamilton College,Softball,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Women,,14,,,"$3,699 ","$51,788 ",,"$146,533 ",,"$146,533 "
St Lawrence University,Softball,Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Women,,14,,,"$1,407 ","$19,694 ",,"$97,502 ",,"$97,502 "
Morrisville State College,Softball,Morrisville,NCAA Division III (with football),"1,283","1,221","2,504","Public, 4-year or above",Women,,14,,,"$2,094 ","$29,320 ",,"$92,320 ",,"$92,320 "
Union College,Softball,Schenectady,NCAA Division III (with football),"1,193","1,009","2,202","Private nonprofit, 4-year or above",Women,,14,,,"$2,495 ","$34,927 ",,"$65,528 ",,"$80,552 "
Manhattanville College,Softball,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Women,,14,,,$648 ,"$9,071 ",,"$78,955 ",,"$79,999 "
Houghton College,Softball,Houghton,NCAA Division III (without football),352,641,993,"Private nonprofit, 4-year or above",Women,,14,,,"$2,271 ","$31,791 ",,"$64,817 ",,"$64,817 "
SUNY Institute of Technology at Utica-Rome,Softball,Utica,NCAA Division III (without football),"1,090",523,"1,613","Public, 4-year or above",Women,,14,,,"$2,986 ","$41,807 ",,"$51,732 ",,"$51,643 "
CUNY John Jay College of Criminal Justice,Softball,New York,NCAA Division III (without football),"4,393","5,826","10,219","Public, 4-year or above",Women,,14,,,$877 ,"$12,276 ",,"$43,476 ",,"$43,476 "
Medaille College,Softball,Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Women,,14,,,"$1,393 ","$19,497 ",,"$51,689 ",,"$42,639 "
Finger Lakes Community College,Softball,Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Women,,14,,,"$1,593 ","$22,308 ",,"$32,769 ",,"$32,769 "
SUNY College of Technology at Delhi,Softball,Delhi,NJCAA Division III,"1,432","1,222","2,654","Public, 4-year or above",Women,,14,,,$797 ,"$11,154 ",,"$23,973 ",,"$23,973 "
CUNY Lehman College,Softball,Bronx,NCAA Division III (without football),"1,961","3,903","5,864","Public, 4-year or above",Women,,14,,,$544 ,"$7,622 ",,"$23,158 ",,"$23,158 "
CUNY Queensborough Community College,Softball,Bayside,NJCAA Division III,"4,558","4,966","9,524","Public, 2-year",Women,,14,,,$759 ,"$10,624 ",,"$21,705 ",,"$21,705 "
Tompkins Cortland Community College,Softball,Dryden,NJCAA Division III,"1,062","1,182","2,244","Public, 2-year",Women,,14,,,$723 ,"$10,124 ",,"$19,623 ",,"$19,623 "
SUNY College at Old Westbury,Softball,Old Westbury,NCAA Division III (without football),"1,494","2,142","3,636","Public, 4-year or above",Women,,13,,,"$1,519 ","$19,744 ",,"$53,207 ",,"$45,738 "
Orange County Community College,Softball,Middletown,Other,"1,502","1,793","3,295","Public, 2-year",Women,,13,,,"$1,574 ","$20,460 ",,"$42,310 ",,"$42,310 "
SUNY Broome Community College,Softball,Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Women,,13,,,"$1,185 ","$15,402 ",,"$24,482 ",,"$24,482 "
Dutchess Community College,Softball,Poughkeepsie,NJCAA Division III,"2,316","2,289","4,605","Public, 2-year",Women,,13,,,$805 ,"$10,465 ",,"$24,017 ",,"$21,085 "
Adirondack Community College,Softball,Queensbury,NJCAA Division III,"1,162","1,338","2,500","Public, 2-year",Women,,13,,,$764 ,"$9,927 ",,"$15,124 ",,"$17,687 "
Clinton Community College,Softball,Plattsburgh,NJCAA Division III,431,480,911,"Public, 2-year",Women,,13,,,$654 ,"$8,500 ",,"$14,450 ",,"$14,450 "
St. Thomas Aquinas College,Softball,Sparkill,NCAA Division II (without football),506,580,"1,086","Private nonprofit, 4-year or above",Women,,12,,,"$3,627 ","$43,527 ",,"$192,574 ",,"$188,429 "
Jefferson Community College,Softball,Watertown,NJCAA Division III,898,"1,234","2,132","Public, 2-year",Women,,11,,,"$1,611 ","$17,725 ",,"$29,489 ",,"$29,489 "
Columbia-Greene Community College,Softball,Hudson,NJCAA Division III,373,475,848,"Public, 2-year",Women,,11,,,$608 ,"$6,686 ",,"$19,846 ",,"$19,846 "
CUNY York College,Softball,Jamaica,NCAA Division III (without football),"1,736","3,333","5,069","Public, 4-year or above",Women,,10,,,"$1,950 ","$19,495 ",,"$17,187 ",,"$19,886 "
Fulton-Montgomery Community College,Softball,Johnstown,NJCAA Division III,713,804,"1,517","Public, 2-year",Women,,10,,,$654 ,"$6,539 ",,"$22,742 ",,"$14,391 "
Columbia University - NYC,Squash,New York,NCAA Division I-AA,"3,926","3,570","7,496","Private nonprofit, 4-year or above",Men,14,,"$4,477 ","$62,674 ",,,"$184,449 ",,"$184,449 ",
