college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
University of Rochester,Swimming and Diving,Rochester,NCAA Division III (with football),2958,2953,5911,"Private nonprofit, 4-year or above",Men,24,,2114,50727,,,112981,,112981,
United States Merchant Marine Academy,Swimming and Diving,Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Men,29,,1411,40916,,,142135,,111017,
Rensselaer Polytechnic Institute,Swimming and Diving,Troy,NCAA Division III (with football),3861,1695,5556,"Private nonprofit, 4-year or above",Men,25,,1807,45180,,,142128,,109377,
Hamilton College,Swimming and Diving,Clinton,NCAA Division III (with football),918,972,1890,"Private nonprofit, 4-year or above",Men,22,,2335,51367,,,106962,,106962,
Vassar College,Swimming and Diving,Poughkeepsie,NCAA Division III (without football),1049,1331,2380,"Private nonprofit, 4-year or above",Men,13,,1558,20259,,,105315,,103710,
SUNY at Fredonia,Swimming and Diving,Fredonia,NCAA Division III (without football),2174,2621,4795,"Public, 4-year or above",Men,20,,2579,51581,,,95816,,88555,
Alfred University,Swimming and Diving,Alfred,NCAA Division III (with football),928,881,1809,"Private nonprofit, 4-year or above",Men,24,,1092,26217,,,86288,,86288,
Union College,Swimming and Diving,Schenectady,NCAA Division III (with football),1193,1009,2202,"Private nonprofit, 4-year or above",Men,17,,1252,21286,,,100352,,85481,
SUNY Buffalo State,Swimming and Diving,Buffalo,NCAA Division III (with football),3485,4793,8278,"Public, 4-year or above",Men,15,,1663,24945,,,90613,,85119,
SUNY College at Cortland,Swimming and Diving,Cortland,NCAA Division III (with football),2631,3572,6203,"Public, 4-year or above",Men,18,,1790,32219,,,83465,,83465,
Rochester Institute of Technology,Swimming and Diving,Rochester,Other,8188,4003,12191,"Private nonprofit, 4-year or above",Men,27,,730,19698,,,83158,,83158,
Le Moyne College,Swimming and Diving,Syracuse,NCAA Division II (without football),1104,1385,2489,"Private nonprofit, 4-year or above",Men,22,,1397,30732,,,83398,,81645,
Skidmore College,Swimming and Diving,Saratoga Springs,NCAA Division III (without football),1051,1546,2597,"Private nonprofit, 4-year or above",Men,14,,2954,41360,,,79844,,79844,
SUNY Oneonta,Swimming and Diving,Oneonta,NCAA Division III (without football),2237,3474,5711,"Public, 4-year or above",Men,19,,1332,25316,,,71530,,71530,
Monroe Community College,Swimming and Diving,Rochester,NJCAA Division I,4504,4859,9363,"Public, 2-year",Men,16,,744,11899,,,75121,,68231,
SUNY College at Brockport,Swimming and Diving,Brockport,NCAA Division III (with football),2904,3400,6304,"Public, 4-year or above",Men,16,,1471,23528,,,67963,,67963,
SUNY College at Potsdam,Swimming and Diving,Potsdam,NCAA Division III (without football),1562,2011,3573,"Public, 4-year or above",Men,12,,2031,24375,,,55375,,56584,
CUNY Queens College,Swimming and Diving,Queens,NCAA Division II (without football),4942,6119,11061,"Public, 4-year or above",Men,15,,240,3597,,,37100,,36157,
College of Staten Island CUNY,Swimming and Diving,Staten Island,NCAA Division III (without football),4528,5493,10021,"Public, 4-year or above",Men,18,,653,11747,,,31347,,31347,
CUNY Bernard M Baruch College,Swimming and Diving,New York,NCAA Division III (without football),5673,5123,10796,"Public, 4-year or above",Men,23,,503,11569,,,25500,,22705,
SUNY Maritime College,Swimming and Diving,Throggs Neck,NCAA Division III (with football),1419,160,1579,"Public, 4-year or above",Men,37,,352,13020,,,25393,,22439,
CUNY Brooklyn College,Swimming and Diving,Brooklyn,NCAA Division III (without football),4115,5697,9812,"Public, 4-year or above",Men,16,,474,7587,,,17185,,17185,
Herkimer County Community College,Swimming and Diving,Herkimer,NJCAA Division III,810,1023,1833,"Public, 2-year",Men,5,,428,2142,,,14470,,14470,
SUNY College of Technology at Delhi,Swimming and Diving,Delhi,NJCAA Division III,1432,1222,2654,"Public, 4-year or above",Men,14,,675,9443,,,13395,,13395,
Genesee Community College,Swimming and Diving,Batavia,NJCAA Division II,1060,1886,2946,"Public, 2-year",Men,10,,793,7930,,,12337,,12338,
CUNY Lehman College,Swimming and Diving,Bronx,NCAA Division III (without football),1961,3903,5864,"Public, 4-year or above",Men,15,,192,2881,,,11293,,11293,
New York University,Swimming and Diving,New York,NCAA Division III (without football),10184,13266,23450,"Private nonprofit, 4-year or above",Women,,46,,,2176,100108,,206642,,201554
Ithaca College,Swimming and Diving,Ithaca,NCAA Division III (with football),2551,3452,6003,"Private nonprofit, 4-year or above",Women,,41,,,1737,71207,,178813,,178813
Fordham University,Swimming and Diving,Bronx,NCAA Division I-AA,3667,4367,8034,"Private nonprofit, 4-year or above",Women,,33,,,821,27099,,1063914,,1063914
Rochester Institute of Technology,Swimming and Diving,Rochester,Other,8188,4003,12191,"Private nonprofit, 4-year or above",Women,,31,,,656,20339,,83326,,83326
SUNY College at Geneseo,Swimming and Diving,Geneseo,NCAA Division III (without football),2278,3136,5414,"Public, 4-year or above",Women,,30,,,3468,104038,,147114,,135083
University of Rochester,Swimming and Diving,Rochester,NCAA Division III (with football),2958,2953,5911,"Private nonprofit, 4-year or above",Women,,28,,,2267,63480,,125912,,125912
University at Buffalo,Swimming and Diving,Buffalo,NCAA Division I-A,9949,8042,17991,"Public, 4-year or above",Women,,27,,,4177,112776,,732848,,732848
SUNY at Binghamton,Swimming and Diving,Vestal,NCAA Division I-AAA,6746,6160,12906,"Public, 4-year or above",Women,,27,,,2773,74862,,301285,,297458
Wagner College,Swimming and Diving,Staten Island,NCAA Division I-A,657,1105,1762,"Private nonprofit, 4-year or above",Women,,26,,,2298,59757,,545875,,548803
Columbia University - NYC,Swimming and Diving,New York,NCAA Division I-AA,3926,3570,7496,"Private nonprofit, 4-year or above",Women,,26,,,5526,143668,,449798,,449798
Cornell University,Swimming and Diving,Ithaca,NCAA Division I-AA,6976,7206,14182,"Private nonprofit, 4-year or above",Women,,26,,,2126,55275,,354772,,354772
Siena College,Swimming and Diving,Loudonville,NCAA Division I-AAA,1428,1556,2984,"Private nonprofit, 4-year or above",Women,,25,,,2609,65216,,265243,,265243
Hamilton College,Swimming and Diving,Clinton,NCAA Division III (with football),918,972,1890,"Private nonprofit, 4-year or above",Women,,25,,,2356,58892,,115485,,115485
The College of Saint Rose,Swimming and Diving,Albany,NCAA Division II (without football),852,1655,2507,"Private nonprofit, 4-year or above",Women,,24,,,2199,52772,,218392,,210226
Canisius College,Swimming and Diving,Buffalo,NCAA Division I-AAA,1251,1449,2700,"Private nonprofit, 4-year or above",Women,,24,,,1662,39890,,162738,,162738
St Bonaventure University,Swimming and Diving,Saint Bonaventure,NCAA Division I-AAA,851,867,1718,"Private nonprofit, 4-year or above",Women,,23,,,2580,59349,,394656,,394656
Marist College,Swimming and Diving,Poughkeepsie,NCAA Division I-AA,1993,2879,4872,"Private nonprofit, 4-year or above",Women,,23,,,3424,78744,,335380,,335380
CUNY Bernard M Baruch College,Swimming and Diving,New York,NCAA Division III (without football),5673,5123,10796,"Public, 4-year or above",Women,,23,,,396,9109,,28125,,25552
Niagara University,Swimming and Diving,Niagara University,NCAA Division I-AAA,1149,1669,2818,"Private nonprofit, 4-year or above",Women,,22,,,1415,31128,,224818,,224818
SUNY College at Cortland,Swimming and Diving,Cortland,NCAA Division III (with football),2631,3572,6203,"Public, 4-year or above",Women,,22,,,1593,35039,,86285,,86285
CUNY Lehman College,Swimming and Diving,Bronx,NCAA Division III (without football),1961,3903,5864,"Public, 4-year or above",Women,,21,,,132,2781,,11193,,11193
Hobart William Smith Colleges,Swimming and Diving,Geneva,NCAA Division III (with football),1094,1248,2342,"Private nonprofit, 4-year or above",Women,,20,,,2169,43388,,154725,,154725
Colgate University,Swimming and Diving,Hamilton,NCAA Division I-AA,1305,1558,2863,"Private nonprofit, 4-year or above",Women,,19,,,4350,82653,,494156,,494156
Iona College,Swimming and Diving,New Rochelle,NCAA Division I-AA,1394,1599,2993,"Private nonprofit, 4-year or above",Women,,19,,,948,18005,,243033,,243033
Le Moyne College,Swimming and Diving,Syracuse,NCAA Division II (without football),1104,1385,2489,"Private nonprofit, 4-year or above",Women,,19,,,1677,31869,,93773,,92023
SUNY at Fredonia,Swimming and Diving,Fredonia,NCAA Division III (without football),2174,2621,4795,"Public, 4-year or above",Women,,19,,,2715,51581,,95816,,88555
SUNY Oneonta,Swimming and Diving,Oneonta,NCAA Division III (without football),2237,3474,5711,"Public, 4-year or above",Women,,19,,,1332,25316,,71530,,71530
United States Merchant Marine Academy,Swimming and Diving,Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Women,,19,,,1436,27277,,80846,,71107
Nazareth College,Swimming and Diving,Rochester,NCAA Division III (without football),535,1382,1917,"Private nonprofit, 4-year or above",Women,,19,,,1546,29377,,96005,,56094
Pace University-New York,Swimming and Diving,New York,NCAA Division II (with football),2857,4362,7219,"Private nonprofit, 4-year or above",Women,,18,,,1252,22540,,383918,,383317
Rensselaer Polytechnic Institute,Swimming and Diving,Troy,NCAA Division III (with football),3861,1695,5556,"Private nonprofit, 4-year or above",Women,,18,,,5283,95098,,142128,,159294
Vassar College,Swimming and Diving,Poughkeepsie,NCAA Division III (without football),1049,1331,2380,"Private nonprofit, 4-year or above",Women,,17,,,1545,26272,,115705,,112802
Alfred University,Swimming and Diving,Alfred,NCAA Division III (with football),928,881,1809,"Private nonprofit, 4-year or above",Women,,17,,,1092,18571,,71634,,71634
Monroe Community College,Swimming and Diving,Rochester,NJCAA Division I,4504,4859,9363,"Public, 2-year",Women,,17,,,700,11899,,75121,,68231
SUNY Maritime College,Swimming and Diving,Throggs Neck,NCAA Division III (with football),1419,160,1579,"Public, 4-year or above",Women,,17,,,352,5982,,18355,,16401
Union College,Swimming and Diving,Schenectady,NCAA Division III (with football),1193,1009,2202,"Private nonprofit, 4-year or above",Women,,16,,,1674,26784,,100353,,90972
SUNY College at Oswego,Swimming and Diving,Oswego,NAIA Division III,3316,3516,6832,"Public, 4-year or above",Women,,16,,,2098,33572,,83522,,81350
Skidmore College,Swimming and Diving,Saratoga Springs,NCAA Division III (without football),1051,1546,2597,"Private nonprofit, 4-year or above",Women,,16,,,2585,41361,,79845,,79845
College of Staten Island CUNY,Swimming and Diving,Staten Island,NCAA Division III (without football),4528,5493,10021,"Public, 4-year or above",Women,,16,,,653,10441,,30041,,30041
Cazenovia College,Swimming and Diving,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Women,,16,,,960,15354,,19738,,19738
St Francis College,Swimming and Diving,Brooklyn Heights,NCAA Division I-AAA,1059,1354,2413,"Private nonprofit, 4-year or above",Women,,14,,,2646,37046,,191072,,191072
CUNY Queens College,Swimming and Diving,Queens,NCAA Division II (without football),4942,6119,11061,"Public, 4-year or above",Women,,14,,,504,7061,,55265,,54266
SUNY College at Brockport,Swimming and Diving,Brockport,NCAA Division III (with football),2904,3400,6304,"Public, 4-year or above",Women,,13,,,1470,19116,,55211,,55211
CUNY Brooklyn College,Swimming and Diving,Brooklyn,NCAA Division III (without football),4115,5697,9812,"Public, 4-year or above",Women,,13,,,633,8235,,17697,,17697
SUNY Buffalo State,Swimming and Diving,Buffalo,NCAA Division III (with football),3485,4793,8278,"Public, 4-year or above",Women,,11,,,1663,18293,,66450,,62421
SUNY College at Potsdam,Swimming and Diving,Potsdam,NCAA Division III (without football),1562,2011,3573,"Public, 4-year or above",Women,,11,,,2031,22344,,53865,,51939
SUNY College of Technology at Delhi,Swimming and Diving,Delhi,NJCAA Division III,1432,1222,2654,"Public, 4-year or above",Women,,11,,,660,7264,,14475,,14475
Herkimer County Community College,Swimming and Diving,Herkimer,NJCAA Division III,810,1023,1833,"Public, 2-year",Women,,6,,,357,2142,,14470,,14470
Fashion Institute of Technology,Table Tennis,New York,NJCAA Division III,1033,6359,7392,"Public, 4-year or above",Men,2,,850,1700,,,3750,,3750,
Fashion Institute of Technology,Table Tennis,New York,NJCAA Division III,1033,6359,7392,"Public, 4-year or above",Women,,2,,,850,1700,,3750,,3750
Columbia University - NYC,Tennis,New York,NCAA Division I-AA,3926,3570,7496,"Private nonprofit, 4-year or above",Men,18,,11824,212836,,,574924,,574924,
St John's University-New York,Tennis,Queens,NCAA Division I-AAA,4884,5671,10555,"Private nonprofit, 4-year or above",Men,9,,5865,52786,,,459145,,459145,
University at Buffalo,Tennis,Buffalo,NCAA Division I-A,9949,8042,17991,"Public, 4-year or above",Men,8,,10640,85121,,,341013,,341013,
SUNY at Binghamton,Tennis,Vestal,NCAA Division I-AAA,6746,6160,12906,"Public, 4-year or above",Men,11,,6189,68075,,,283157,,273177,
Cornell University,Tennis,Ithaca,NCAA Division I-AA,6976,7206,14182,"Private nonprofit, 4-year or above",Men,14,,4073,57022,,,245654,,245654,
Concordia College-New York,Tennis,Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Men,8,,5479,43831,,,232721,,232721,
New York Institute of Technology,Tennis,Old Westbury,NCAA Division II (without football),2286,1332,3618,"Private nonprofit, 4-year or above",Men,10,,1353,13527,,,209613,,209613,
Stony Brook University,Tennis,Stony Brook,NCAA Division I-AA,8253,6890,15143,"Public, 4-year or above",Men,10,,3645,36445,,,290191,,178824,
Fordham University,Tennis,Bronx,NCAA Division I-AA,3667,4367,8034,"Private nonprofit, 4-year or above",Men,9,,1641,14766,,,165143,,165143,
Hofstra University,Tennis,Hempstead,NCAA Division I-AAA,2970,3460,6430,"Private nonprofit, 4-year or above",Men,7,,3271,22896,,,162681,,162681,
Marist College,Tennis,Poughkeepsie,NCAA Division I-AA,1993,2879,4872,"Private nonprofit, 4-year or above",Men,10,,5601,56012,,,161503,,161503,
New York University,Tennis,New York,NCAA Division III (without football),10184,13266,23450,"Private nonprofit, 4-year or above",Men,20,,4156,83117,,,161435,,161435,
Colgate University,Tennis,Hamilton,NCAA Division I-AA,1305,1558,2863,"Private nonprofit, 4-year or above",Men,12,,6132,73583,,,155951,,155951,
Adelphi University,Tennis,Garden City,NCAA Division II (without football),1403,3173,4576,"Private nonprofit, 4-year or above",Men,7,,2846,19925,,,154406,,154406,
St Bonaventure University,Tennis,Saint Bonaventure,NCAA Division I-AAA,851,867,1718,"Private nonprofit, 4-year or above",Men,9,,3311,29803,,,134963,,134963,
Niagara University,Tennis,Niagara University,NCAA Division I-AAA,1149,1669,2818,"Private nonprofit, 4-year or above",Men,10,,3205,32052,,,133334,,133334,
Siena College,Tennis,Loudonville,NCAA Division I-AAA,1428,1556,2984,"Private nonprofit, 4-year or above",Men,9,,1372,12346,,,117357,,117357,
Skidmore College,Tennis,Saratoga Springs,NCAA Division III (without football),1051,1546,2597,"Private nonprofit, 4-year or above",Men,8,,3156,25250,,,113484,,113484,
Roberts Wesleyan College,Tennis,Rochester,NCAA Division II (without football),385,834,1219,"Private nonprofit, 4-year or above",Men,8,,2611,20888,,,113398,,113398,
St Francis College,Tennis,Brooklyn Heights,NCAA Division I-AAA,1059,1354,2413,"Private nonprofit, 4-year or above",Men,10,,4007,40068,,,108518,,108518,
CUNY Queens College,Tennis,Queens,NCAA Division II (without football),4942,6119,11061,"Public, 4-year or above",Men,11,,422,4638,,,106104,,103919,
Vassar College,Tennis,Poughkeepsie,NCAA Division III (without football),1049,1331,2380,"Private nonprofit, 4-year or above",Men,8,,4611,36890,,,99949,,96659,
Rensselaer Polytechnic Institute,Tennis,Troy,NCAA Division III (with football),3861,1695,5556,"Private nonprofit, 4-year or above",Men,10,,3525,35245,,,96690,,89668,
